labTestId:ID,itemId,label,category,unit,:LABEL
lt_52305,52305,Myelocytes,Hematology,,LabTest
lt_52300,52300,Hypersegmented Neutrophils #,Hematology,,LabTest
lt_52311,52311,Promyelocytes,Hematology,,LabTest
lt_52295,52295,Blasts#,Hematology,,LabTest
lt_51372,51372,"Joint Crystals, Location",Hematology,,LabTest
lt_52302,52302,Lymphs#,Hematology,,LabTest
lt_52314,52314,Young,Hematology,,LabTest
lt_51366,51366,Bands,Hematology,,LabTest
lt_51375,51375,Lymphocytes,Hematology,,LabTest
lt_52297,52297,Histio#,Hematology,,LabTest
lt_51369,51369,"Hematocrit, Joint Fluid",Hematology,,LabTest
lt_51370,51370,"Joint Crystals, Birefringence",Hematology,,LabTest
lt_52294,52294,Blasts,Hematology,,LabTest
lt_52291,52291,Atyps#,Hematology,,LabTest
lt_51380,51380,NRBC,Hematology,,LabTest
lt_51383,51383,"RBC, Joint Fluid",Hematology,,LabTest
lt_52315,52315,Young#,Hematology,,LabTest
lt_51376,51376,Macrophage,Hematology,,LabTest
lt_52304,52304,Monos#,Hematology,,LabTest
lt_52312,52312,"Total Nucleated Cells, Joint",Hematology,,LabTest
lt_51379,51379,Monocytes,Hematology,,LabTest
lt_51365,51365,Atypical Lymphocytes,Hematology,,LabTest
lt_51371,51371,"Joint Crystals, Comment",Hematology,,LabTest
lt_52306,52306,Myelos#,Hematology,,LabTest
lt_53012,53012,NRBC,Hematology,,LabTest
lt_52298,52298,Histiocyte,Hematology,,LabTest
lt_52301,52301,Lining Cell,Hematology,,LabTest
lt_51377,51377,Mesothelial Cells,Hematology,,LabTest
lt_52313,52313,Voided Specimen,Hematology,,LabTest
lt_51367,51367,Basophils,Hematology,,LabTest
lt_51378,51378,Metamyelocytes,Hematology,,LabTest
lt_52299,52299,Hypersegmented Neutrophils,Hematology,,LabTest
lt_52308,52308,Plasma#,Hematology,,LabTest
lt_51374,51374,"Joint Crystals, Shape",Hematology,,LabTest
lt_52296,52296,Eos#,Hematology,,LabTest
lt_52310,52310,Promyelo#,Hematology,,LabTest
lt_51373,51373,"Joint Crystals, Number",Hematology,,LabTest
lt_52309,52309,Polys#,Hematology,,LabTest
lt_51368,51368,Eosinophils,Hematology,,LabTest
lt_52293,52293,Basos#,Hematology,,LabTest
lt_51382,51382,Polys,Hematology,,LabTest
lt_52307,52307,Plasma,Hematology,,LabTest
lt_51381,51381,Other,Hematology,,LabTest
lt_52292,52292,Bands#,Hematology,,LabTest
lt_52303,52303,Metas#,Hematology,,LabTest
lt_51393,51393,CD138,Hematology,,LabTest
lt_52372,52372,Young#,Hematology,,LabTest
lt_52367,52367,TCR Alpha-Beta,Hematology,,LabTest
lt_51391,51391,CD11c,Hematology,,LabTest
lt_51403,51403,CD25,Hematology,,LabTest
lt_51409,51409,CD4/CD8 Ratio,Hematology,,LabTest
lt_51396,51396,CD16,Hematology,,LabTest
lt_51389,51389,CD103,Hematology,,LabTest
lt_52339,52339,Blasts,Hematology,,LabTest
lt_51394,51394,CD14,Hematology,,LabTest
lt_51398,51398,CD19,Hematology,,LabTest
lt_51399,51399,CD2,Hematology,,LabTest
lt_51427,51427,Lymphocytes,Hematology,,LabTest
lt_52340,52340,Blasts#,Hematology,,LabTest
lt_52349,52349,Chloroac,Hematology,,LabTest
lt_51385,51385,Atypical Lymphocytes,Hematology,,LabTest
lt_52358,52358,Lining Cell,Hematology,,LabTest
lt_51432,51432,Myelocytes,Hematology,,LabTest
lt_51412,51412,CD5,Hematology,,LabTest
lt_51410,51410,CD41,Hematology,,LabTest
lt_52364,52364,Plasma#,Hematology,,LabTest
lt_51413,51413,CD56,Hematology,,LabTest
lt_51421,51421,Glyco A,Hematology,,LabTest
lt_52336,52336,Atyps#,Hematology,,LabTest
lt_52342,52342,CD30,Hematology,,LabTest
lt_52346,52346,CD59,Hematology,,LabTest
lt_52356,52356,Hypersegmented Neutrophils#,Hematology,,LabTest
lt_52360,52360,Metamyelocytes#,Hematology,,LabTest
lt_51436,51436,Polys,Hematology,,LabTest
lt_52350,52350,Eos#,Hematology,,LabTest
lt_52359,52359,Lymphs#,Hematology,,LabTest
lt_52371,52371,Young,Hematology,,LabTest
lt_52355,52355,Hypersegmented Neutrophils,Hematology,,LabTest
lt_52363,52363,NRBC#,Hematology,,LabTest
lt_52337,52337,Bands#,Hematology,,LabTest
lt_51430,51430,Metamyelocytes,Hematology,,LabTest
lt_52354,52354,Histiocytes,Hematology,,LabTest
lt_52370,52370,Voided Specimen,Hematology,,LabTest
lt_51408,51408,CD4,Hematology,,LabTest
lt_51422,51422,"Hematocrit, Other Fluid",Hematology,,LabTest
lt_51429,51429,Mesothelial cells,Hematology,,LabTest
lt_51434,51434,Other Cell,Hematology,,LabTest
lt_52353,52353,Histiocyte#,Hematology,,LabTest
lt_52365,52365,Polys#,Hematology,,LabTest
lt_51401,51401,CD22,Hematology,,LabTest
lt_51428,51428,Macrophage,Hematology,,LabTest
lt_51437,51437,Promyelocytes,Hematology,,LabTest
lt_51404,51404,CD3,Hematology,,LabTest
lt_51386,51386,Bands,Hematology,,LabTest
lt_51417,51417,CD71,Hematology,,LabTest
lt_51424,51424,Immunophenotyping,Hematology,,LabTest
lt_51426,51426,Lambda,Hematology,,LabTest
lt_52351,52351,Fetal Hgb,Hematology,,LabTest
lt_51397,51397,CD16/56,Hematology,,LabTest
lt_52373,52373,TdT,Hematology,,LabTest
lt_51388,51388,CD10,Hematology,,LabTest
lt_51402,51402,CD23,Hematology,,LabTest
lt_51418,51418,CD8,Hematology,,LabTest
lt_51400,51400,CD20,Hematology,,LabTest
lt_51405,51405,CD33,Hematology,,LabTest
lt_52345,52345,CD55,Hematology,,LabTest
lt_51416,51416,CD7,Hematology,,LabTest
lt_51420,51420,FMC-7,Hematology,,LabTest
lt_51387,51387,Basophils,Hematology,,LabTest
lt_51423,51423,HLA-DR,Hematology,,LabTest
lt_52361,52361,Monos#,Hematology,,LabTest
lt_51407,51407,CD38,Hematology,,LabTest
lt_51415,51415,CD64,Hematology,,LabTest
lt_51395,51395,CD15,Hematology,,LabTest
lt_52366,52366,Promyelocyte#,Hematology,,LabTest
lt_51425,51425,Kappa,Hematology,,LabTest
lt_52338,52338,Basos#,Hematology,,LabTest
lt_52344,52344,CD52,Hematology,,LabTest
lt_52347,52347,CD61,Hematology,,LabTest
lt_51390,51390,CD117,Hematology,,LabTest
lt_51392,51392,CD13,Hematology,,LabTest
lt_52348,52348,CD62,Hematology,,LabTest
lt_51414,51414,CD57,Hematology,,LabTest
lt_51433,51433,NRBC,Hematology,,LabTest
lt_51438,51438,"RBC, Other Fluid",Hematology,,LabTest
lt_52362,52362,Myelos#,Hematology,,LabTest
lt_51435,51435,Plasma,Hematology,,LabTest
lt_52368,52368,TCR Gamma-Delta,Hematology,,LabTest
lt_51411,51411,CD45,Hematology,,LabTest
lt_51419,51419,Eosinophils,Hematology,,LabTest
lt_52357,52357,Iron,Hematology,,LabTest
lt_52369,52369,"Total Nucleated Cells, Other",Hematology,,LabTest
lt_52374,52374,unknown,Hematology,,LabTest
lt_51431,51431,Monos,Hematology,,LabTest
lt_52343,52343,CD42,Hematology,,LabTest
lt_52352,52352,FETAL LUNG MATURITY - LBC,Hematology,,LabTest
lt_51406,51406,CD34,Hematology,,LabTest
lt_52341,52341,CD 1a,Hematology,,LabTest
lt_52224,52224,Bands#,Hematology,,LabTest
lt_52274,52274,Myelocytes,Hematology,,LabTest
lt_52228,52228,Blasts#,Hematology,,LabTest
lt_52241,52241,Delete,Hematology,,LabTest
lt_52283,52283,Promyelocytes,Hematology,,LabTest
lt_52289,52289,Young#,Hematology,,LabTest
lt_52248,52248,Delete,Hematology,,LabTest
lt_52258,52258,Histiocyte,Hematology,,LabTest
lt_52282,52282,Polys#,Hematology,,LabTest
lt_52244,52244,Delete,Hematology,,LabTest
lt_52271,52271,Metas#,Hematology,,LabTest
lt_52226,52226,Basos#,Hematology,,LabTest
lt_52240,52240,Delete,Hematology,,LabTest
lt_52269,52269,Mesothelial cells #,Hematology,,LabTest
lt_52222,52222,Atyps#,Hematology,,LabTest
lt_52239,52239,Delete,Hematology,,LabTest
lt_52242,52242,Delete,Hematology,,LabTest
lt_52279,52279,Plasma,Hematology,,LabTest
lt_52284,52284,Promyelocytes#,Hematology,,LabTest
lt_52237,52237,Delete,Hematology,,LabTest
lt_52288,52288,Young,Hematology,,LabTest
lt_52223,52223,Bands,Hematology,,LabTest
lt_52227,52227,Blasts,Hematology,,LabTest
lt_52254,52254,Delete,Hematology,,LabTest
lt_52277,52277,NRBC#,Hematology,,LabTest
lt_52225,52225,Basophils,Hematology,,LabTest
lt_52238,52238,Delete,Hematology,,LabTest
lt_52270,52270,Metamyelocytes,Hematology,,LabTest
lt_52261,52261,Hypersegmented Neutrophils #,Hematology,,LabTest
lt_52263,52263,Lining Cell,Hematology,,LabTest
lt_52276,52276,NRBC,Hematology,,LabTest
lt_52257,52257,"Hematocrit, CSF",Hematology,,LabTest
lt_52260,52260,Hypersegmented Neutrophils,Hematology,,LabTest
lt_52268,52268,Mesothelial cells,Hematology,,LabTest
lt_52247,52247,Delete,Hematology,,LabTest
lt_52278,52278,Other,Hematology,,LabTest
lt_52233,52233,Delete,Hematology,,LabTest
lt_52236,52236,Delete,Hematology,,LabTest
lt_52285,52285,"RBC, CSF",Hematology,,LabTest
lt_52229,52229,Delete,Hematology,,LabTest
lt_52267,52267,Macrophage#,Hematology,,LabTest
lt_52255,52255,Eos#,Hematology,,LabTest
lt_52273,52273,Monos#,Hematology,,LabTest
lt_52280,52280,Plasma#,Hematology,,LabTest
lt_52221,52221,Atypical Lymphocytes,Hematology,,LabTest
lt_52234,52234,Delete,Hematology,,LabTest
lt_52287,52287,Voided Specimen,Hematology,,LabTest
lt_52272,52272,Monocytes,Hematology,,LabTest
lt_52243,52243,Delete,Hematology,,LabTest
lt_52250,52250,Delete,Hematology,,LabTest
lt_52286,52286,"Total Nucleated Cells, CSF",Hematology,,LabTest
lt_52235,52235,Delete,Hematology,,LabTest
lt_52246,52246,Delete,Hematology,,LabTest
lt_52231,52231,Delete,Hematology,,LabTest
lt_52264,52264,Lymphs,Hematology,,LabTest
lt_52252,52252,Delete,Hematology,,LabTest
lt_52230,52230,Delete,Hematology,,LabTest
lt_52232,52232,Delete,Hematology,,LabTest
lt_52245,52245,Delete,Hematology,,LabTest
lt_52253,52253,Delete,Hematology,,LabTest
lt_52256,52256,Eosinophils,Hematology,,LabTest
lt_52281,52281,Polys,Hematology,,LabTest
lt_52249,52249,Delete,Hematology,,LabTest
lt_52251,52251,Delete,Hematology,,LabTest
lt_52266,52266,Macrophage,Hematology,,LabTest
lt_52262,52262,Immunophenotyping,Hematology,,LabTest
lt_52265,52265,Lymphs#,Hematology,,LabTest
